country,hours,distance,city,address1,postalCode,latitude,storeId,phoneNumber,name,state,longitude
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Azcapotzalco,Av. Paseo De Las Jacarandas (Recolecta en Drive Thru o dentro del Club),02970,19.4644028,0000006243,(55) 2631-6443,"Sam's Club La Raza, CDMX",Ciudad de Mexico,-99.1564943
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Álvaro Obregón,Prolongación Paseo de la Reforma (Recolecta en Drive Thru o dentro del Club),01210,19.377399,0000004989,(55) 5292-6609,"Sam's Club Patio Santa Fe, CDMX",Ciudad de Mexico,-99.254136
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Tlalpan,"Arenal 0,Colonia  Sta Ursula Xitla, Delegación Tlalpan (Recolecta en Drive Thru o dentro del Club)",14420,19.28,0000006283,(01) 55 59203457,"Sam's Club Patio Tlalpan, CDMX",Ciudad de Mexico,-99.17
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Iztapalapa,Av. Canal de tezontle 1520 (Recolecta en Drive Thru o dentro del Club),09020,19.383391,0000006394,(55) 5600-9211 ext 101,"Sam's Club Plaza Oriente, CDMX",Ciudad de Mexico,-99.080372
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Miguel Hidalgo,Av. Ejército Nacional 559 (Recolecta en Drive Thru o dentro del Club),11520,19.43867,0000006390,(55) 5545-7299,"Sam's Club Polanco, CDMX",Ciudad de Mexico,-99.192627
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Cuauhtémoc,Lorenzo Butorini S/N Col. Tránsito Del Cuauhtémoc (Recolecta en Drive Thru o dentro del Club),06820,19.419,0000006295,(55) 55,"Sam's Club Portal Centro, CDMX",Ciudad de Mexico,-99.13
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Alvaro Obregón ,Av. Revolución 1267 (Recolecta en Drive Thru o dentro del Club),01010,19.337,0000006290,(55) 21556154,Sam's Club Portal San Angel CDMX,Ciudad de Mexico,-99.185
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Álvaro Obregón,Av. San Jerónimo 630 (Recolecta dentro del Club),01090,19.329266,0000006393,(55) 5568-0681,"Sam's Club San Jerónimo, CDMX",Ciudad de Mexico,-99.210212
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Cuajimalpa ,Av. Tamaulipas 3000 (Recolecta en Drive Thru o dentro del Club),05340,19.35588,0000008124,(55) 5257-9800,"Sam's Club Santa Fe, CDMX",Ciudad de Mexico,-99.276511
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Delg. Gustavo A Madero,Av. Ferrocarril Hidalgo S/N (Recolecta en Drive Thru o dentro del Club),07840,19.470684,0000004901,(55) 5759-8525,"Sam's Club Tepeyac, CDMX",Ciudad de Mexico,-99.116464
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Miguel Hidalgo,Blvd. Manuel Avila Camacho 467 (Recolecta en Drive Thru o dentro del Club),11220,19.4497187,0000006264,(55) 5557-4543,"Sam's Club Toreo, CDMX",Ciudad de Mexico,-99.2178726
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Benito Juarez,Municipio Libre 450 Recolecta en Drive Thru (Sótano del Club),03310,19.369565,0000006224,(55) 5688-8722,Sam's Club Universidad CDMX,Ciudad de Mexico,-99.164206
Mexico,De 09:00:00 a.m. a 09:00:00 p.m.,,Monclova,Blvd. Pape 107 (Recolecta dentro del Club),25720,26.896904,0000006260,(866) 105-2441,"Sam's Club Monclova, Coah.",Coahuila,-101.426602
Mexico,De 09:00:00 a.m. a 09:00:00 p.m.,,Saltillo ,Periferico Luis Echeverria Alvarez No. 1605 (Recolecta dentro del Club),25070,25.390307,0000006305,(844) 111-2373,"Sam's Club Saltillo Sur, Coah.",Coahuila,-100.995147
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Saltillo Coahuila,Av. Nazario Ortiz 841 (Recolecta en Drive Thru o dentro del Club),25290,25.447213,0000004746,(844) 439-1861,"Sam's Club Saltillo, Coah.",Coahuila,-100.972665
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Torreón,Diagonal Reforma 3001 (Recolecta en Drive Thru o dentro del Club),27040,25.544489,0000006470,(871) 732-1101,"Sam's Club Torreón, Coah.",Coahuila,-103.415106
Mexico,De 07:00:00 a.m. a 09:00:00 p.m.,,Colima,Felipe Sevilla del Río 49 (Recolecta dentro del Club),28016,19.255972,0000004913,(312) 323-5172,"Sam's Club Colima, Col.",Colima,-103.715787
Mexico,De 09:00:00 a.m. a 09:00:00 p.m.,,Manzanillo ,Blvd. Miguel de la Madrid 1518 (Recolecta en Drive Thru o dentro del Club),28218,19.0999073,0000006279,(314) 333-8261,"Sam's Club Manzanillo, Col.",Colima,-104.3252599
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Durango ,Av. Felipe Pescador 1401 Ote (Recolecta en Drive Thru o dentro del Club),34000,19.515584,0000006236,(618) 813-9070,"Sam's Club Durango, Dgo.",Durango,-96.92125
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Durango ,Boulevard Durango 102 (Recolecta dentro del Club),34130,24.003611,0000006300,(618) 826-0421,"Sam's Club El Edén, Dgo.",Durango,-104.65117
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Cd. Lerdo,Blvd. Miguel Alemán 1060 (Recolecta en Drive Thru o dentro del Club),35157,25.553825,0000004948,(871) 714-2882,"Sam's Club Villa Jardin, Dgo.",Durango,-103.505427
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Celaya,Prolongación Avenida Irrigación 200 (Recolecta en Drive Thru o dentro del Club),38034,20.536042,0000004977,(461) 611-4846,"Sam's Club Celaya Irrigación, Gto.",Guanajuato,-100.797265
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Irapuato,Av. Paseo Irapuato 1101 (Recolecta en Drive Thru o dentro del Club),36640,20.681996,0000006223,(462) 690-0004,"Sam's Club Irapuato, Gto.",Guanajuato,-101.368661
Mexico,De 07:00:00 a.m. a 11:00:00 p.m.,,León,Blvd. Adolfo López Mateos 3415 (Recolecta dentro del Club),37290,21.101467,0000004877,(477) 711-4505,"Sam's Club León López Mateos, Gto.",Guanajuato,-101.631807
Mexico,De 07:00:00 a.m. a 11:00:00 p.m.,,León,Av. Manuel J. Clouthier 102 (Recolecta en Drive Thru o dentro del Club),37160,21.163197,0000006513,(477) 781-1463,"Sam's Club León, Gto.",Guanajuato,-101.692012
Mexico,De 09:00:00 a.m. a 09:00:00 p.m.,,Salamanca,"Blvd, Faja de Oro 805 (Recolecta dentro del Club)",36747,20.57972,0000006289,(464)-113-0585,"Sam's Club Salamanca, Guanajuato",Guanajuato,-101.206478
MX,De 07:00:00 a.m. a 09:00:00 p.m.,,"San Francisco del Rincón, Gto",Boulevard Niños Héroes  Número 302 Col. Centro CP. 36300 ,36300,21.013932,0000006317,(476) 688-0434,Sam's Club San Francisco del Rincon,Guanajuato,-101.862289
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Acapulco De Juarez,Blvd. de las Naciones 802 (Recolecta en Drive Thru o dentro del Club),39887,16.797803,0000004949,(744) 466-2549,"Sam's Club Acapulco Diamante, Gro.",Guerrero,-99.81122
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Acapulco De Juarez,Avenida Farallón 516 (Recolecta en Drive Thru o dentro del Club),39690,16.865057,0000008127,(744) 487-6090,"Sam's Club Acapulco, Gro.",Guerrero,-99.869864
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Chilpancingo De Los Bravo,Fernando Rios Neri 2 (Recolecta en Drive Thru o dentro del Club),39075,28.63139,0000004937,(747) 116-0011,"Sam's Club Chilpancingo, Gro.",Guerrero,-106.07264
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Iguala,Periférico Sur S/N (Recolecta dentro del Club),40070,18.3360067,0000006221,(733) 332-9770,"Sam's Club Iguala, Gro.",Guerrero,-99.5411539
Mexico,De 07:00:00 a.m. a 09:00:00 p.m.,,Zihuatanejo de Azueta ,Paseo de Zihuatanejo Oriente 15 (Recolecta dentro del Club),40880,17.651,0000006252,(755) 554-3618,"Sam's Club Zihuatanejo, Gro",Guerrero,-101.545
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Pachuca De Soto,Blvd. Felipe Ángeles Km. 87.8 (Recolecta dentro del Club),42084,20.090052,0000006265,(771) 711-4124,"Sam's Club Pachuca Zona Plateada, Hgo.",Hidalgo,-98.773699
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Pachuca,Av. Río de las Avenidas 701 (Recolecta en Drive Thru o dentro del Club),42098,20.113578,0000006534,(771) 713-0921,"Sam's Club Pachuca, Hgo.",Hidalgo,-98.741003
Mexico,De 07:00:00 a.m. a 09:00:00 p.m.,,Tulancingo de Bravo Hidalgo,Blvd. Miguel Hidalgo 901 (Recolecta en Drive Thru o dentro del Club),43660,20.076545,0000004946,(775) 112-1089,"Sam's Club Tulancingo, Hgo.",Hidalgo,-98.38075
Mexico,De 09:00:00 a.m. a 10:00:00 p.m.,,Zapotlan El Grande,Av. Gob. Alberto Cardenas Jimenez (Recolecta dentro del Club),49000,19.68337,0000006307,(341) 413-8449,"Sam's Club Ciudad Gúzman, Jal.",Jalisco,-103.473936
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Guadalajara ,Dr. R Michel 1003 (Recolecta dentro del Club),44430,20.649692,0000006254,(33) 3650-5063,"Sam's Club González Gallo, Gdl.",Jalisco,-103.340138
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Guadalajara,Anillo Periferico Norte Manuel Gómez Morín #120 (Recolecta en Drive Thru o dentro del Club),44250,20.7222704,0000006219,(33) 3168-8706,"Sam's Club Independencia, Gdl.",Jalisco,-103.3183479
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Zapopan,Av.Vallarta 5455 (Recolecta en Drive Thru o dentro del Club),45100,20.680269,0000006395,(33) 362-98117,"Sam's Club La Estancia, Gdl.",Jalisco,-103.432428
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Zapopan,Av. Mariano Otero 3450 (Recolecta en Drive Thru o dentro del Club),45050,20.642784,0000006469,(33) 3634-8842,"Sam's Club Mariano Otero, Gdl.",Jalisco,-103.41568
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Tlajomulco de Zuñiga,Carretera Guadalajara - Morelia 1501 (Recolecta en Drive Thru o dentro del Club),45645,20.587,0000004944,(33) 3612-7414,"Sam's Club Palomar, Gdl.",Jalisco,-103.443
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Zapopan,Paseo Royal Country 4555 (Recolecta dentro del Club),45116,20.6998913,0000006215,(33) 3617-5206,"Sam's Club Patria, Jal.",Jalisco,-103.4167045
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Tlaquepaque,Anillo Periférico Sur Manuel Gomez Morin S/N (Recolecta en Drive Thru o dentro del Club),45608,20.612159,0000006258,(33) 3855-5014,"Sam's Club Periférico Sur, Gdl.",Jalisco,-103.419328
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Puerto Vallarta,Francisco Medina Ascencio 2880 Recolecta en Drive Thru o dentro del Club),48290,20.658486,0000006237,(322) 225-1565,"Sam's Club Puerto Vallarta, Jal.",Jalisco,-105.240097
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Tlaquepaque,Av. Niños Héroes 720 (Recolecta dentro del Club),45500,20.632458,0000006398,(33) 3657-5706,"Sam's Club Tlaquepaque, Jal.",Jalisco,-103.29258
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Zapopán,Av. Santa Margarita (Recolecta en Drive Thru o dentro del Club),45140,20.730548,0000006296,(33) 3832 -9410,"Sam's Club Valle Real,  Jal.",Jalisco,-103.427003
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Toluca,Blvd. Alfredo del Mazo 608 (Recolecta dentro del Club),50100,19.3061212,0000006225,(722) 237-8661,"Sam's Club Alfredo del Mazo, Méx.",Mexico,-99.6289802
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Nezahualcoyotl,"Av. Bordo de Xochiaca 3, Col. Benito Juárez Nezahualcóyotl Edo. México 57000 (Recolecta en mostrador o Drive thru)",57000,19.425558,0000004954,(55) 5735-5180,"Sam's Club Cd. Jardín, Méx.",Mexico,-99.030461
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Coacalco,Vía José López Portillo 101-E (Recolecta en Drive Thru o dentro del Club),55700,19.637313,0000004805,(55) 1039-0404,"Sam's Club Coacalco, Méx.",Mexico,-99.098954
Mexico,De 07:00:00 a.m. a 09:00:00 p.m.,,Ecatepec De Morelos,Av. Revolución S/N (Recolecta dentro del Club),55000,19.605434,0000006232,(55) 1550-5013,"Sam's Club Ecatepec, Edo. de Mex.",Mexico,-99.046651
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Texcoco,Hidalgo 300 (Recolecta dentro del Club),56120,19.51522,0000004968,(595) 925-0503,"Sam's Club Hiperplaza Texcoco, Méx",Mexico,-98.868477
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Ixtapaluca,Carretera México-Cuautla 3 (Recolecta dentro del Club),56535,19.295869,0000004958,(55) 2596-9110,"Sam's Club Ixtapaluca, Méx.",Mexico,-98.883932
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Cuautitlán Izcalli ,Av. Primero de Mayo 17 (Recolecta en Drive Thru o dentro del Club),54730,19.645472,0000006207,(55) 5868-7246,"Sam's Club Izcalli, Méx.",Mexico,-99.206167
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Huixquilucan,Blvd. Paseo Interlomas 5 (Recolecta en Drive Thru o dentro del Club),52779,19.398672,0000006233,(55) 5247-2808,"Sam's Club Jesus del Monte, Edo. de Mex.",Mexico,-99.288661
Mexico,De 09:00:00 a.m. a 09:00:00 p.m.,,Tlalnepantla de Baz,Lago de Guadalupe  entre Autopista México-Querétaro y Texcatlipoca S/N (Recolecta dentro del Club),54010,19.5787346,0000004961,(55) 5305-4906,"Sam's Club Lago de Guadalupe, Méx.",Mexico,-99.2112315
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Ecatepec de Morelos,Av Central esq. Av. 1 de Mayo S/N (Recolecta dentro del Club),55075,19.580962,0000004934,(55) 2486-4030,"Sam's Club Las Americas, Méx.",Mexico,-99.020476
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Naucalpan,Pase Lomas Verdes S/N (Recolecta dentro del Club),53120,19.516019,0000004879,(55) 5349-3473,"Sam's Club Lomas Verdes, Méx.",Mexico,-99.267558
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Ecatepec de Morelos,Av. Hank Gonzalez 120 (Recolecta dentro del Club),55140,19.5305477,0000006247,,"Sam's Club Multiplaza Aragón, Edo Mex",Mexico,-99.0268993
Mexico,De 09:00 a.m. a 09:00 p.m.,,Nicolás Romero,Blvd. Arturo Montiel Rojas km. 10 (Recolecta dentro del Club),54414,19.628107,0000006282,(55)2201-9262,"Sam's Club Nicolas Romero, Edo de Mex",Mexico,-99.292417
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Cuautitlán Izcalli,Autopista México-Querétaro  Km. 36.5 Lote 1 S/N (Recolecta dentro del Club),54730,19.646109,0000004986,(55) 2239-5019,"Sam's Club Periférico Cuautitlan, Méx.",Mexico,-99.194607
Mexico,De 09:00:00 a.m. a 09:00:00 p.m.,,Tlalnepantla de Baz.,Av. Rio de los Remedios 5 (Recolecta dentro del Club),54180,19.519933,0000006287,(55) 5481-9128,"Sam's Club Río de lo Remedios, Edo. de Me",Mexico,-99.115659
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Cuautitlán ,Carretera Cuautitlan-Tultepec 2 (Recolecta dentro del Club),54850,19.676333,0000004979,(55) 2292-2154,"Sam's Club Santa Elena, Méx.",Mexico,-99.1500235
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Toluca,Carretera Federal Toluca 15 (Recolecta en Drive Thru o dentro del Club),50210,19.3351254,0000006314,722-2102-128,"Sam's Club Santin, Méx.",Mexico,-99.593959
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Tlalnepantla de Baz.,Blvd. Mex-Qro 1900 (Recolecta dentro del Club),54080,19.5257168,0000006391,(55) 5325-0926,"Sam's Club Satélite, Méx.",Mexico,-99.2240202
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Tecamac,Carretera México-Pachuca km 36.5 (Recolecta dentro del Club),55740,19.698829,0000004960,(55) 1383-9707,"Sam's Club Tecámac, Méx",Mexico,-98.980068
Mexico,De 07:00:00 a.m. a 09:00:00 p.m.,,Tlalnepantla de Baz.,Av. Hidalgo S/N Recolecta en Drive Thru o dentro del Club),54030,19.554816,0000004970,(55) 5565-6195,"Sam's Club Toltecas, Méx.",Mexico,-99.192054
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Metepec,Leona Vicario 502 Pte (Recolecta en Drive Thru o dentro del Club),52140,19.260317,0000006497,(722) 279-9929,"Sam's Club Toluca, Méx.",Mexico,-99.622688
Mexico,De 08:00:00 a.m. a 09:00:00 p.m.,,Zumpango,Carretera Zumpango-Los Reyes S/N (Recolecta dentro del Club),55635,20.4913662,0000004984,(591) 918-5958,"Sam's Club Zumpango, Méx.",Mexico,-86.9464445
Mexico,De 09:00:00 a.m. a 09:00:00 p.m.,,La Piedad,Blvd. Lázaro Cárdenas 3001 (Recolecta dentro del Club),59374,20.353801,0000006226,(352) 525-6255,"Sam's Club La Piedad, Mich.",Michoacan de Ocampo,-102.0569801
Mexico,De 09:00 a.m. a 09:00 p.m.,,Lázaro Cardenas,Av.autonomia Lazaro cardenas S/N (Recolecta dentro del Club),60991,17.9774269,0000006244,(753) 531-3610,"Sam's Club Lazaro Cardenas, Mich.",Michoacan de Ocampo,-102.2110355
Mexico,De 09:00 a.m. a 09:00 p.m.,,Morelia ,Periférico Paseo de la República 2150 (Recolecta dentro del Club),58195,19.707736,0000006297,(443) 308-2218,"Sam's Club Morelia Reforma, Morelia",Michoacan de Ocampo,-101.235658
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Morelia ,Av. Enrique Ramírez 420 (Recolecta en Drive Thru o dentro del Club),60991,19.689344,0000006585,(443) 315-0081,"Sam's Club Morelia, Mich.",Michoacan de Ocampo,-101.15947
Mexico,De 07:00:00 a.m. a 09:00:00 p.m.,,Uruapan,Blvd. Industrial 1241 (Recolecta dentro del Club),60120,19.423049,0000004936,(452) 528-8223,"Sam's Club Uruapan, Mich.",Michoacan de Ocampo,-102.037684
Mexico,De 09:00 a.m. a 09:00 p.m.,,Jaconá ,"Calz. Zamora Jacona, Francisco I. Madero 850 (Recolecta dentro del Club)",59813,19.9716547,0000006217,(351) 515-1681,"Sam's Club Zamora Jacona, Mich.",Michoacan de Ocampo,-102.2962761
Mexico,De 07:00:00 a.m. a 09:00:00 p.m.,,Jiutepec ,Blvd. Cuauhnahuac 4 (Recolecta en Drive Thru o dentro del Club),62570,18.9105291,0000004973,(777) 309-1168,"Sam's Club Civac Cuernavaca, Mor.",Morelos,-99.1805577
Mexico,De 07:00:00 a.m. a 11:00:00 p.m.,,Cuautla,Camino Real Tetelcingo Calderón 23 (Recolecta dentro del Club),62751,18.847041,0000004957,(735) 122-2269,"Sam's Club Cuautla, Mor.",Morelos,-98.93697
Mexico,De 07:00:00 a.m. a 11:00:00 p.m.,,Cuernavaca,AV.Vicente Guerrero 760 (Recolecta en Drive Thru o dentro del Club),62270,18.9435989,0000006467,(777) 317-5213,"Sam's Club Cuernavaca, Mor.",Morelos,-99.2282903
Mexico,De 08:00:00 a.m. a 09:00:00 p.m.,,Bahía de Banderas,Carr. Federal 200 Tepic-Puerto Vallarta 1400 (Recolecta dentro del Club),63738,20.712787,0000006240,(322) 187-0723,"Sam's Club Nuevo Vallarta, Nay.",Nayarit,-105.277112
Mexico,De 09:00:00 a.m. a 10:00:00 p.m.,,Tepic,Blvd. Luis Donaldo Colosio S/N Recolecta en Drive Thru o dentro del Club),63175,21.492007,0000004947,(311) 129-1721,"Sam's Club Tepic, Nay.",Nayarit,-104.864759
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Apodaca,"Av. Treviño Elizondo 1005 con Ciprés, Col. Hacienda de Huinalá, CP 66644, Apodaca, Nuevo Léon (Recolecta en Drive Thru o dentro del Club)",66601,25.746,0000006320,(81) 1356-8272,Sam's Club Camino Huinala,Nuevo Leon,-100.183
Mexico,De 07:00:00 a.m. a 10:00:00 p.m.,,Guadalupe,Av. Pablo Livas 2050 (Recolecta dentro del Club),67170,25.665666,0000004991,(81) 8323-6641,"Sam's Club Cerro de la silla, Mty.",Nuevo Leon,-100.244021
Mexico,De 09:00 a.m. a 09:00 p.m.,,Monterrey ,Av paseo de los leones (Recolecta en Drive Thru o dentro del Club),64349,25.727,0000006229,(81) 1095-2916,"Sam's Club Cumbres, Mty",Nuevo Leon,-100.393
